110 1100 111879
157 16 15 1.0
132 14 10 1.0
942 95 91 1.0
1000 100 109 1.0
359 36 35 1.0
596 60 59 1.0
899 90 89 1.0
708 71 70 1.0
605 61 58 1.0
387 39 43 1.0
168 17 16 1.0
194 20 22 1.0
972 98 91 1.0
678 68 71 1.0
827 83 88 1.0
1099 109 108 1.0
535 54 49 1.0
653 66 65 1.0
102 11 10 1.0
774 78 75 1.0
349 35 36 1.0
526 53 50 1.0
847 85 88 1.0
574 58 57 1.0
315 32 31 1.0
253 26 20 1.0
438 44 43 1.0
975 98 94 1.0
837 84 88 1.0
932 94 91 1.0
89 9 8 1.0
462 47 46 1.0
1023 103 101 1.0
42 5 1 1.0
33 4 2 1.0
700 70 77 1.0
65 7 4 1.0
839 84 90 1.0
178 18 16 1.0
32 4 1 1.0
362 37 38 1.0
1041 104 92 1.0
78 8 7 1.0
725 73 77 1.0
554 56 58 1.0
646 65 69 1.0
483 49 47 1.0
821 82 78 1.0
259 26 27 1.0
209 21 27 1.0
915 92 95 1.0
896 90 86 1.0
769 77 81 1.0
5 1 5 1.0
412 42 37 1.0
990 99 108 1.0
737 74 79 1.0
1012 102 100 1.0
28 3 8 1.0
913 92 93 1.0
410 41 53 1.0
855 86 85 1.0
857 86 88 1.0
1098 109 107 1.0
390 39 51 1.0
456 46 51 1.0
125 13 14 1.0
622 63 55 1.0
93 10 12 1.0
518 52 53 1.0
993 100 102 1.0
777 78 79 1.0
170 17 24 1.0
728 73 80 1.0
1004 101 103 1.0
862 87 82 1.0
908 91 98 1.0
136 14 15 1.0
573 58 56 1.0
741 74 69 1.0
323 33 29 1.0
692 70 64 1.0
167 17 15 1.0
699 70 72 1.0
434 44 39 1.0
534 54 48 1.0
1058 106 107 1.0
145 15 13 1.0
859 86 90 1.0
527 53 51 1.0
173 18 11 1.0
1008 101 107 1.0
160 16 21 1.0
371 37 30 1.0
279 28 36 1.0
443 45 38 1.0
840 84 93 1.0
673 68 65 1.0
935 94 95 1.0
842 85 82 1.0
641 64 60 1.0
645 65 68 1.0
759 76 81 1.0
962 97 91 1.0
507 51 52 1.0
888 89 88 1.0
39 4 9 1.0
496 50 51 1.0
115 12 14 1.0
904 91 94 1.0
375 38 41 1.0
399 40 45 1.0
1071 107 97 1.0
590 59 70 1.0
388 39 44 1.0
880 88 98 1.0
232 24 19 1.0
54 6 3 1.0
569 57 63 1.0
12 2 1 1.0
790 79 86 1.0
955 96 94 1.0
363 37 39 1.0
917 92 97 1.0
236 24 23 1.0
669 67 72 1.0
755 76 77 1.0
264 27 21 1.0
327 33 34 1.0
281 28 26 1.0
478 48 53 1.0
385 39 41 1.0
246 25 23 1.0
928 93 98 1.0
290 29 44 1.0
1067 107 105 1.0
648 65 71 1.0
447 45 42 1.0
433 44 38 1.0
141 14 8 1.0
982 99 91 1.0
933 94 92 1.0
492 50 46 1.0
1014 102 103 1.0
959 96 99 1.0
629 63 62 1.0
0 109 0 1.0
311 31 26 1.0
258 26 25 1.0
1056 106 104 1.0
588 59 62 1.0
997 100 106 1.0
757 76 79 1.0
435 44 40 1.0
786 79 77 1.0
2 1 2 1.0
189 19 27 1.0
660 66 73 1.0
683 69 65 1.0
414 42 39 1.0
1093 109 102 1.0
860 86 94 1.0
123 13 11 1.0
968 97 98 1.0
801 80 70 1.0
701 70 55 1.0
408 41 44 1.0
1033 104 101 1.0
177 18 15 1.0
704 71 66 1.0
658 66 71 1.0
1085 0 4 1.0
515 52 49 1.0
468 47 53 1.0
1052 106 100 1.0
951 95 83 1.0
623 63 56 1.0
261 26 13 1.0
494 50 48 1.0
1031 103 91 1.0
525 53 49 1.0
108 11 17 1.0
104 11 13 1.0
86 9 5 1.0
891 89 77 1.0
677 68 70 1.0
13 2 3 1.0
205 21 23 1.0
285 29 32 1.0
1045 105 103 1.0
446 45 41 1.0
218 22 26 1.0
612 62 55 1.0
751 75 66 1.0
37 4 7 1.0
547 55 61 1.0
709 71 72 1.0
1050 105 109 1.0
344 35 30 1.0
668 67 71 1.0
691 69 60 1.0
695 70 67 1.0
694 70 66 1.0
272 28 29 1.0
365 37 41 1.0
302 31 28 1.0
838 84 89 1.0
336 34 32 1.0
819 82 90 1.0
1080 108 109 1.0
869 87 90 1.0
254 26 21 1.0
601 60 52 1.0
450 45 49 1.0
15 2 5 1.0
482 49 46 1.0
627 63 60 1.0
767 77 79 1.0
635 64 68 1.0
617 62 60 1.0
615 62 58 1.0
84 9 3 1.0
1043 105 101 1.0
872 88 82 1.0
409 41 45 1.0
1063 107 101 1.0
88 9 7 1.0
60 6 15 1.0
529 53 54 1.0
512 52 46 1.0
405 41 40 1.0
243 25 20 1.0
571 57 53 1.0
81 8 0 1.0
676 68 69 1.0
1 0 109 1.0
268 27 25 1.0
740 74 82 1.0
854 86 84 1.0
8 1 8 1.0
404 41 39 1.0
1066 107 104 1.0
778 78 80 1.0
734 74 76 1.0
1015 102 104 1.0
639 64 72 1.0
238 24 26 1.0
816 82 87 1.0
392 40 37 1.0
843 85 83 1.0
528 53 52 1.0
570 57 65 1.0
682 69 64 1.0
217 22 25 1.0
426 43 41 1.0
550 55 64 1.0
6 1 6 1.0
333 34 29 1.0
476 48 51 1.0
267 27 24 1.0
222 23 19 1.0
795 80 76 1.0
980 98 107 1.0
283 29 30 1.0
30 3 18 1.0
251 25 16 1.0
890 89 91 1.0
41 4 0 1.0
48 5 8 1.0
1007 101 106 1.0
172 18 10 1.0
556 56 60 1.0
1059 106 108 1.0
659 66 72 1.0
221 22 12 1.0
966 97 95 1.0
731 73 71 1.0
707 71 69 1.0
956 96 95 1.0
140 14 25 1.0
393 40 38 1.0
328 33 35 1.0
714 72 66 1.0
424 43 39 1.0
578 58 62 1.0
664 67 66 1.0
137 14 16 1.0
1075 108 103 1.0
206 21 24 1.0
142 15 10 1.0
661 66 60 1.0
144 15 12 1.0
342 35 28 1.0
581 58 53 1.0
294 30 31 1.0
35 4 5 1.0
568 57 62 1.0
792 80 73 1.0
716 72 68 1.0
121 12 6 1.0
845 85 86 1.0
289 29 36 1.0
925 93 95 1.0
403 41 38 1.0
314 32 30 1.0
83 9 2 1.0
797 80 78 1.0
965 97 94 1.0
22 3 1 1.0
1036 104 105 1.0
25 3 5 1.0
202 21 19 1.0
901 90 74 1.0
364 37 40 1.0
143 15 11 1.0
471 47 40 1.0
632 64 65 1.0
235 24 22 1.0
998 100 107 1.0
663 67 65 1.0
158 16 17 1.0
319 32 36 1.0
164 17 12 1.0
887 89 87 1.0
57 6 7 1.0
208 21 26 1.0
370 37 54 1.0
298 30 35 1.0
56 6 5 1.0
760 76 89 1.0
823 83 84 1.0
240 24 29 1.0
828 83 89 1.0
68 7 8 1.0
811 81 64 1.0
693 70 65 1.0
552 56 55 1.0
537 54 51 1.0
469 47 54 1.0
1042 105 100 1.0
4 1 4 1.0
954 96 93 1.0
1070 107 109 1.0
613 62 56 1.0
679 68 72 1.0
212 22 19 1.0
732 74 73 1.0
340 34 44 1.0
325 33 31 1.0
17 2 7 1.0
984 99 93 1.0
717 72 69 1.0
466 47 51 1.0
595 60 58 1.0
147 15 16 1.0
747 75 79 1.0
909 91 99 1.0
418 42 44 1.0
883 89 83 1.0
879 88 90 1.0
260 26 32 1.0
1092 109 101 1.0
150 15 19 1.0
55 6 4 1.0
401 40 29 1.0
379 38 45 1.0
397 40 43 1.0
1016 102 105 1.0
815 82 86 1.0
543 55 57 1.0
112 12 10 1.0
742 75 73 1.0
432 44 37 1.0
644 65 67 1.0
215 22 23 1.0
748 75 80 1.0
1060 106 109 1.0
180 18 24 1.0
127 13 16 1.0
749 75 81 1.0
94 10 13 1.0
858 86 89 1.0
1088 0 7 1.0
75 8 4 1.0
866 87 86 1.0
987 99 96 1.0
591 59 47 1.0
242 25 19 1.0
916 92 96 1.0
335 34 31 1.0
960 96 106 1.0
133 14 11 1.0
974 98 93 1.0
74 8 3 1.0
793 80 74 1.0
723 73 75 1.0
185 19 23 1.0
559 56 63 1.0
1091 109 100 1.0
353 36 29 1.0
153 16 11 1.0
138 14 17 1.0
106 11 15 1.0
814 82 85 1.0
533 54 47 1.0
109 11 18 1.0
366 37 42 1.0
536 54 50 1.0
978 98 97 1.0
120 12 21 1.0
398 40 44 1.0
995 100 104 1.0
276 28 33 1.0
713 72 65 1.0
413 42 38 1.0
225 23 22 1.0
672 68 64 1.0
770 77 90 1.0
940 94 107 1.0
1079 108 107 1.0
341 34 27 1.0
427 43 42 1.0
441 44 35 1.0
110 11 23 1.0
506 51 50 1.0
44 5 3 1.0
721 72 57 1.0
715 72 67 1.0
197 20 25 1.0
346 35 32 1.0
34 4 3 1.0
1057 106 105 1.0
452 46 47 1.0
280 28 43 1.0
499 50 54 1.0
502 51 46 1.0
546 55 60 1.0
58 6 8 1.0
50 5 16 1.0
799 80 81 1.0
666 67 69 1.0
796 80 77 1.0
430 43 46 1.0
1062 107 100 1.0
851 85 80 1.0
602 61 55 1.0
657 66 70 1.0
628 63 61 1.0
667 67 70 1.0
162 17 10 1.0
300 30 40 1.0
459 46 54 1.0
871 87 73 1.0
996 100 105 1.0
40 4 18 1.0
844 85 84 1.0
1096 109 105 1.0
1013 102 101 1.0
722 73 74 1.0
681 68 59 1.0
317 32 34 1.0
95 10 14 1.0
958 96 98 1.0
788 79 80 1.0
835 84 86 1.0
43 5 2 1.0
20 2 14 1.0
1078 108 106 1.0
329 33 36 1.0
154 16 12 1.0
166 17 14 1.0
269 27 26 1.0
604 61 57 1.0
532 54 46 1.0
312 32 28 1.0
971 97 87 1.0
439 44 45 1.0
808 81 79 1.0
531 53 41 1.0
318 32 35 1.0
671 67 60 1.0
898 90 88 1.0
200 20 32 1.0
697 70 69 1.0
316 32 33 1.0
449 45 44 1.0
52 6 1 1.0
921 92 90 1.0
373 38 39 1.0
64 7 3 1.0
119 12 18 1.0
882 89 82 1.0
122 13 10 1.0
1051 105 98 1.0
161 16 3 1.0
190 19 34 1.0
763 77 74 1.0
230 23 29 1.0
1049 105 108 1.0
633 64 66 1.0
906 91 96 1.0
689 69 72 1.0
455 46 50 1.0
611 61 48 1.0
1011 101 93 1.0
809 81 80 1.0
609 61 63 1.0
597 60 61 1.0
565 57 59 1.0
803 81 74 1.0
826 83 87 1.0
292 30 28 1.0
582 59 55 1.0
126 13 15 1.0
402 41 37 1.0
563 57 56 1.0
216 22 24 1.0
90 9 14 1.0
72 8 1 1.0
1005 101 104 1.0
548 55 62 1.0
705 71 67 1.0
600 60 67 1.0
1069 107 108 1.0
148 15 17 1.0
442 45 37 1.0
473 48 47 1.0
992 100 101 1.0
307 31 34 1.0
213 22 20 1.0
946 95 96 1.0
453 46 48 1.0
1006 101 105 1.0
45 5 4 1.0
513 52 47 1.0
1074 108 102 1.0
1055 106 103 1.0
638 64 71 1.0
1038 104 107 1.0
383 39 38 1.0
98 10 17 1.0
337 34 33 1.0
895 90 85 1.0
425 43 40 1.0
295 30 32 1.0
67 7 6 1.0
937 94 97 1.0
124 13 12 1.0
768 77 80 1.0
245 25 22 1.0
1044 105 102 1.0
634 64 67 1.0
514 52 48 1.0
458 46 53 1.0
544 55 58 1.0
186 19 24 1.0
649 65 72 1.0
874 88 84 1.0
607 61 60 1.0
517 52 51 1.0
3 1 3 1.0
934 94 93 1.0
752 76 73 1.0
174 18 12 1.0
524 53 48 1.0
970 97 107 1.0
291 29 27 1.0
817 82 88 1.0
51 5 0 1.0
952 96 91 1.0
919 92 99 1.0
781 78 70 1.0
929 93 99 1.0
964 97 93 1.0
542 55 56 1.0
146 15 14 1.0
241 24 17 1.0
624 63 57 1.0
361 36 23 1.0
139 14 18 1.0
493 50 47 1.0
610 61 70 1.0
727 73 79 1.0
352 36 28 1.0
128 13 17 1.0
500 50 55 1.0
863 87 83 1.0
967 97 96 1.0
744 75 76 1.0
182 19 20 1.0
1009 101 108 1.0
754 76 75 1.0
771 77 69 1.0
798 80 79 1.0
416 42 41 1.0
643 65 66 1.0
457 46 52 1.0
105 11 14 1.0
504 51 48 1.0
1027 103 106 1.0
608 61 62 1.0
712 72 64 1.0
892 90 82 1.0
203 21 20 1.0
263 27 20 1.0
868 87 89 1.0
10 1 16 1.0
24 3 4 1.0
743 75 74 1.0
1064 107 102 1.0
931 93 87 1.0
171 17 3 1.0
508 51 53 1.0
979 98 99 1.0
985 99 94 1.0
111 11 1 1.0
321 32 25 1.0
423 43 38 1.0
986 99 95 1.0
249 25 27 1.0
338 34 35 1.0
326 33 32 1.0
82 9 1 1.0
448 45 43 1.0
1003 101 102 1.0
804 81 75 1.0
618 62 61 1.0
558 56 62 1.0
1095 109 104 1.0
220 22 36 1.0
976 98 95 1.0
219 22 27 1.0
187 19 25 1.0
296 30 33 1.0
1083 0 2 1.0
999 100 108 1.0
156 16 14 1.0
497 50 52 1.0
198 20 26 1.0
226 23 24 1.0
400 40 50 1.0
465 47 50 1.0
614 62 57 1.0
674 68 66 1.0
49 5 9 1.0
566 57 60 1.0
297 30 34 1.0
275 28 32 1.0
1002 101 100 1.0
897 90 87 1.0
19 2 9 1.0
829 83 90 1.0
491 49 40 1.0
562 57 55 1.0
903 91 93 1.0
630 63 68 1.0
360 36 39 1.0
583 59 56 1.0
791 79 66 1.0
969 97 99 1.0
350 35 44 1.0
381 38 34 1.0
848 85 89 1.0
900 90 97 1.0
856 86 87 1.0
159 16 18 1.0
665 67 68 1.0
62 7 1 1.0
1022 103 100 1.0
729 73 81 1.0
1084 0 3 1.0
881 88 74 1.0
460 46 58 1.0
555 56 59 1.0
36 4 6 1.0
372 38 37 1.0
905 91 95 1.0
445 45 40 1.0
750 75 90 1.0
914 92 94 1.0
1090 0 9 1.0
938 94 98 1.0
193 20 21 1.0
753 76 74 1.0
31 3 0 1.0
380 38 54 1.0
345 35 31 1.0
481 48 41 1.0
79 8 9 1.0
196 20 24 1.0
773 78 74 1.0
357 36 33 1.0
96 10 15 1.0
431 43 28 1.0
501 50 37 1.0
503 51 47 1.0
395 40 41 1.0
87 9 6 1.0
1094 109 103 1.0
516 52 50 1.0
538 54 52 1.0
498 50 53 1.0
782 79 73 1.0
322 33 28 1.0
825 83 86 1.0
675 68 67 1.0
576 58 60 1.0
920 92 104 1.0
994 100 103 1.0
394 40 39 1.0
780 78 87 1.0
368 37 44 1.0
27 3 7 1.0
923 93 92 1.0
587 59 61 1.0
38 4 8 1.0
229 23 27 1.0
557 56 61 1.0
348 35 34 1.0
735 74 77 1.0
603 61 56 1.0
539 54 53 1.0
926 93 96 1.0
129 13 18 1.0
1034 104 102 1.0
151 15 9 1.0
726 73 78 1.0
184 19 22 1.0
807 81 78 1.0
176 18 14 1.0
684 69 66 1.0
1029 103 108 1.0
775 78 76 1.0
244 25 21 1.0
0 1 0 109 264 27 21 0.95
1 1 0 109 439 44 45 1.04
2 1 0 109 648 65 71 1.04
3 1 0 109 954 96 93 0.95
4 1 0 109 941 94 84 1.04
5 1 0 109 22 3 1 1.04
6 1 0 109 105 11 14 1.04
7 1 0 109 306 31 33 0.95
8 1 0 109 621 62 47 0.95
9 1 0 109 443 45 38 0.95
10 1 0 109 884 89 84 0.95
11 1 0 109 244 25 21 0.95
12 1 0 109 992 100 101 0.95
13 1 0 109 951 95 83 1.04
14 1 0 109 237 24 25 0.95
15 1 0 109 194 20 22 0.95
16 1 0 109 587 59 61 0.95
17 1 0 109 251 25 16 1.04
18 1 0 109 867 87 88 0.95
19 1 0 109 351 35 19 0.95
20 1 0 109 268 27 25 1.04
21 1 0 109 499 50 54 1.04
22 1 0 109 549 55 63 1.04
23 1 0 109 670 67 73 0.95
24 1 0 109 374 38 40 1.04
25 1 0 109 1015 102 104 0.95
26 1 0 109 107 11 16 0.95
27 1 0 109 398 40 44 1.04
28 1 0 109 430 43 46 1.04
29 1 0 109 1026 103 105 0.95
30 1 0 109 69 7 9 1.04
31 1 0 109 283 29 30 0.95
32 1 0 109 816 82 87 0.95
33 1 0 109 571 57 53 0.95
34 1 0 109 1089 0 8 1.04
35 1 0 109 359 36 35 0.95
36 1 0 109 288 29 35 0.95
37 1 0 109 933 94 92 1.04
38 1 0 109 939 94 99 0.95
39 1 0 109 624 63 57 1.04
40 1 0 109 942 95 91 0.95
41 1 0 109 923 93 92 0.95
42 1 0 109 626 63 59 1.04
43 1 0 109 851 85 80 1.04
44 1 0 109 644 65 67 0.95
45 1 0 109 492 50 46 0.95
46 1 0 109 488 49 53 1.04
47 1 0 109 959 96 99 1.04
48 1 0 109 893 90 83 1.04
49 1 0 109 284 29 31 1.04
50 1 0 109 841 84 77 0.95
51 1 0 109 31 3 0 1.04
52 1 0 109 319 32 36 1.04
53 1 0 109 417 42 43 0.95
54 1 0 109 604 61 57 1.04
55 1 0 109 982 99 91 0.95
56 1 0 109 241 24 17 1.04
57 1 0 109 831 83 81 1.04
58 1 0 109 584 59 57 0.95
59 1 0 109 541 54 43 0.95
60 1 0 109 3 1 3 1.04
61 1 0 109 1072 108 100 0.95
62 1 0 109 122 13 10 0.95
63 1 0 109 654 66 67 0.95
64 1 0 109 715 72 67 0.95
65 1 0 109 813 82 84 1.04
66 1 0 109 668 67 71 1.04
67 1 0 109 146 15 14 1.04
68 1 0 109 368 37 44 0.95
69 1 0 109 1001 100 95 0.95
70 1 0 109 50 5 16 1.04
71 1 0 109 848 85 89 1.04
72 1 0 109 564 57 58 1.04
73 1 0 109 189 19 27 0.95
74 1 0 109 196 20 24 1.04
75 1 0 109 72 8 1 0.95
76 1 0 109 312 32 28 0.95
77 1 0 109 817 82 88 1.04
78 1 0 109 883 89 83 1.04
79 1 0 109 906 91 96 1.04
80 1 0 109 464 47 49 0.95
81 1 0 109 552 56 55 1.04
82 1 0 109 590 59 70 0.95
83 1 0 109 896 90 86 1.04
84 1 0 109 1051 105 98 0.95
85 1 0 109 968 97 98 0.95
86 1 0 109 372 38 37 0.95
87 1 0 109 498 50 53 1.04
88 1 0 109 40 4 18 1.04
89 1 0 109 830 83 93 1.04
90 1 0 109 1094 109 103 1.04
91 1 0 109 59 6 9 1.04
92 1 0 109 1093 109 102 1.04
93 1 0 109 333 34 29 1.04
94 1 0 109 128 13 17 1.04
95 1 0 109 808 81 79 1.04
96 1 0 109 690 69 81 0.95
97 1 0 109 745 75 77 1.04
98 1 0 109 293 30 29 1.04
99 1 0 109 25 3 5 0.95
100 1 0 109 761 76 65 0.95
101 1 0 109 209 21 27 0.95
102 1 0 109 693 70 65 0.95
103 1 0 109 1053 106 101 1.04
104 1 0 109 93 10 12 0.95
105 1 0 109 78 8 7 0.95
106 1 0 109 169 17 18 0.95
107 1 0 109 962 97 91 1.04
108 1 0 109 245 25 22 0.95
109 1 0 109 119 12 18 0.95
110 1 0 109 278 28 35 0.95
111 1 0 109 568 57 62 1.04
112 1 0 109 1021 102 96 1.04
113 1 0 109 747 75 79 0.95
114 1 0 109 336 34 32 0.95
115 1 0 109 692 70 64 1.04
116 1 0 109 403 41 38 1.04
117 1 0 109 281 28 26 0.95
118 1 0 109 433 44 38 0.95
119 1 0 109 282 29 28 1.04
120 1 0 109 853 86 83 1.04
121 1 0 109 866 87 86 1.04
122 1 0 109 420 42 46 1.04
123 1 0 109 789 79 81 0.95
124 1 0 109 796 80 77 0.95
125 1 0 109 576 58 60 0.95
126 1 0 109 900 90 97 0.95
127 1 0 109 236 24 23 1.04
128 1 0 109 2 1 2 0.95
129 1 0 109 42 5 1 0.95
130 1 0 109 652 66 64 0.95
131 1 0 109 481 48 41 0.95
132 1 0 109 99 10 18 0.95
133 1 0 109 518 52 53 1.04
134 1 0 109 495 50 49 0.95
135 1 0 109 842 85 82 0.95
136 1 0 109 66 7 5 0.95
137 1 0 109 971 97 87 1.04
138 1 0 109 428 43 44 0.95
139 1 0 109 257 26 24 1.04
140 1 0 109 207 21 25 0.95
141 1 0 109 392 40 37 1.04
142 1 0 109 1023 103 101 1.04
143 1 0 109 158 16 17 0.95
144 1 0 109 990 99 108 1.04
145 1 0 109 659 66 72 0.95
146 1 0 109 248 25 26 1.04
147 1 0 109 313 32 29 0.95
148 1 0 109 60 6 15 1.04
149 1 0 109 5 1 5 1.04
150 1 0 109 994 100 103 1.04
151 1 0 109 912 92 91 0.95
152 1 0 109 947 95 97 0.95
153 1 0 109 511 51 37 0.95
154 1 0 109 416 42 41 1.04
155 1 0 109 684 69 66 0.95
156 1 0 109 1041 104 92 1.04
157 1 0 109 1071 107 97 0.95
158 1 0 109 727 73 79 1.04
